team;event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
3932;SouthFlorida;-0.03;0.07;1.16;0.38;1.55;0.09;0.33;0.93;;-0.29;0.91;0.69;;0.59;0.57;-0.30;0.05;0.92;0.47;0.56;0.22;0.07;0.04;-0.07;8.55;0.41;7.52;0.62;22.13;10.87;4.22;2.41;4.63;0.79;0.02;30.69;2.93;42.86;39.51
3932;Orlando;0.01;0.05;0.82;0.41;1.33;0.11;0.15;0.50;;0.45;0.76;0.33;;0.74;0.70;;0.14;0.46;0.55;0.75;-0.20;-0.03;-0.03;0.21;9.19;-0.60;9.24;0.55;15.04;7.41;3.70;3.50;0.43;0.73;0.89;25.12;2.41;35.29;30.90
3933;WesternCanada;0.00;0.05;0.28;0.56;0.94;0.08;0.22;0.50;1.18;0.80;0.75;0.89;2.80;0.11;0.93;0.67;0.66;0.85;0.12;0.85;0.30;-0.10;-0.05;-0.06;7.38;0.87;6.04;0.47;19.32;11.88;3.36;3.95;0.13;0.80;-0.80;25.90;2.98;36.30;32.14
3933;MexicoCity;0.00;0.00;0.21;0.33;0.49;0.00;-0.17;0.61;-0.29;-0.43;0.15;1.12;0.77;-0.52;0.86;;-0.34;0.86;0.01;0.70;0.25;0.28;0.05;0.01;5.91;1.06;4.85;0.00;10.01;6.79;2.07;1.77;-0.62;0.31;1.49;17.40;1.84;23.54;13.96
3936;INChampionship;-0.05;-0.06;3.30;0.13;3.35;0.14;0.27;0.58;;0.72;1.22;0.55;;0.88;0.67;;0.72;0.58;0.76;0.70;0.22;0.30;-0.03;0.06;5.07;0.55;5.41;-0.89;25.03;13.92;7.27;3.41;0.43;0.71;1.76;31.86;3.33;50.65;40.69
3936;INPerryMeridian;0.04;-0.09;3.00;0.31;3.14;0.30;0.35;0.70;1.48;0.69;;0.73;;0.23;0.70;;0.81;0.69;0.24;0.71;0.04;0.35;0.11;0.16;7.65;-0.16;8.52;-0.72;24.63;11.47;7.53;6.27;-0.64;1.21;2.53;34.81;3.15;52.49;49.46
3936;INTippecanoe;0.00;-0.01;2.22;0.24;2.51;0.04;0.35;0.67;;0.92;0.78;0.01;;0.05;0.70;0.81;0.81;0.73;0.08;0.69;0.42;0.45;-0.06;0.14;7.89;0.13;7.84;-0.08;19.34;10.98;5.63;3.18;-0.45;0.61;2.95;30.19;2.98;45.48;38.12
3937;SmokyMountains;0.00;0.12;-0.49;3.73;3.33;0.27;0.42;0.67;;1.24;0.62;0.74;0.56;0.47;0.14;50889378162334700.00;0.80;0.73;0.20;0.29;-0.11;0.77;0.02;0.05;12.63;0.41;11.04;1.17;33.77;8.01;17.66;3.66;4.43;1.03;4.09;50.49;2.71;67.66;65.57
3937;ArkansasRockCity;0.01;0.02;0.84;1.99;3.03;0.11;0.81;0.79;0.13;1.71;0.80;1.93;;1.41;1.12;15.96;0.68;1.06;1.31;0.82;-0.04;-0.04;-0.16;0.09;10.85;0.22;10.40;0.23;44.81;18.14;11.66;1.07;13.94;1.14;0.25;55.92;4.67;77.05;74.96
3939;CHSCentralVirginia;-0.01;-0.02;1.34;0.29;1.62;0.02;0.36;0.39;;0.50;0.48;0.68;-0.05;0.14;0.78;0.43;0.76;0.56;-0.08;0.64;0.26;0.22;-0.02;-0.02;3.67;1.59;2.34;-0.25;20.19;10.14;4.15;3.32;2.58;0.84;1.02;24.88;2.26;35.61;32.64
3939;CHSSouthwestVirginia;0.00;-0.04;0.50;0.03;0.39;-0.01;0.16;0.71;1.14;-0.02;-0.01;0.44;;-0.01;0.62;-0.36;0.47;0.33;-0.11;0.67;0.12;-0.06;0.10;0.18;8.76;-0.36;9.52;-0.40;10.61;5.60;1.14;2.84;1.03;0.64;0.58;19.95;2.07;26.34;22.94
3940;INWalkerWarren;0.05;-0.07;4.06;0.34;4.31;0.35;0.30;0.59;;0.70;0.24;0.82;23.50;-0.14;0.74;0.51;0.66;0.65;-0.13;0.73;0.04;0.19;0.06;0.06;8.76;0.03;9.20;-0.47;22.59;7.91;9.81;3.92;0.95;0.85;1.26;32.61;2.50;52.34;47.31
3940;INTippecanoe;0.00;-0.07;2.87;-0.04;2.79;0.23;0.48;0.82;;0.84;0.97;1.10;;-0.20;0.85;0.22;0.85;0.84;-0.31;0.79;-0.06;0.32;-0.04;-0.05;7.20;0.46;7.49;-0.74;24.28;11.21;5.52;3.63;3.92;0.99;1.32;32.80;2.99;48.99;48.21
3940;INChampionship;0.00;-0.06;1.87;0.75;2.64;0.29;0.27;0.68;;0.66;0.89;0.58;;0.51;0.66;;0.71;0.60;0.41;0.69;0.12;0.10;-0.08;-0.03;8.52;-0.11;9.26;-0.64;23.31;10.69;7.48;4.43;0.71;0.93;0.33;32.15;3.06;48.05;44.74
3941;CHDistrictChampionship;-0.10;-0.06;2.47;0.43;2.75;0.12;0.26;0.68;;0.26;0.47;0.69;;-0.07;0.65;;0.32;0.59;-0.09;0.65;0.09;0.27;-0.01;0.27;6.35;0.59;6.88;-1.12;17.81;7.34;7.07;3.75;-0.34;0.73;2.68;26.85;2.16;40.82;35.05
3941;CHSNorthernMaryland;0.00;0.04;-0.44;0.07;-0.26;-0.05;0.18;0.41;-0.26;0.42;0.75;0.70;1.06;0.71;0.61;;0.35;0.68;0.69;0.63;0.12;-0.45;-0.07;0.09;1.20;0.35;0.45;0.41;15.14;13.51;-0.53;2.67;-0.51;0.50;-1.80;14.54;2.75;20.60;16.86
3941;CHSCentralMaryland;-0.06;0.00;-0.23;-0.07;-0.47;-0.03;0.31;0.65;0.72;-0.20;0.40;0.74;;0.66;0.77;0.67;-0.10;0.67;0.74;0.72;0.46;0.42;0.11;0.05;5.77;0.92;5.16;-0.30;12.20;10.85;-0.81;2.21;-0.04;0.44;2.35;20.33;2.68;25.56;25.74
3944;ArizonaWest;0.00;-0.03;-0.03;2.69;2.66;0.09;0.31;0.66;;0.66;0.63;0.86;;-0.32;0.98;0.61;0.58;0.80;-0.20;0.75;0.40;-0.03;-0.03;-0.07;7.83;0.14;8.03;-0.34;28.81;8.95;13.39;4.70;1.76;1.06;-0.48;36.05;2.59;50.83;44.45
3946;Bayou;0.01;0.00;-0.56;0.02;-0.38;0.09;0.32;0.50;;0.30;1.44;0.21;;1.24;0.43;1.52;0.16;0.76;0.84;0.49;0.28;0.09;-0.14;-0.04;0.35;-0.09;0.32;0.11;14.17;13.59;-1.02;1.53;0.07;0.31;0.27;14.78;2.75;20.47;23.45
3947;INPerryMeridian;-0.05;-0.03;4.35;0.27;4.43;0.32;0.31;0.60;1.06;0.72;;0.42;;0.39;0.73;;0.72;0.55;0.38;0.72;-0.18;0.32;0.10;0.14;10.89;-0.10;11.54;-0.55;29.35;9.10;10.04;3.61;6.61;1.16;2.30;42.54;2.97;63.83;56.82
3947;INWalkerWarren;0.01;-0.10;4.33;-0.03;4.02;0.25;0.36;0.66;;0.84;1.27;0.60;-0.22;0.37;0.75;1.16;0.87;0.64;0.20;0.73;0.22;-0.07;0.18;-0.07;9.01;-0.40;10.42;-1.02;22.86;10.31;8.51;5.12;-1.08;0.95;-0.66;31.21;3.10;51.52;44.61
3949;Waterloo;-0.01;-0.03;0.73;0.86;1.68;-0.15;0.14;0.61;;0.07;0.69;0.02;;0.45;0.78;0.67;0.23;0.41;0.49;0.72;0.78;-0.35;-0.14;-0.11;-1.89;0.12;-1.68;-0.33;20.12;13.12;5.74;1.00;0.26;0.22;-2.30;15.93;2.46;27.32;14.98
3950;SBPLILongIsland;0.01;-0.02;2.00;-0.15;1.82;0.13;0.47;0.69;1.53;0.21;0.34;0.81;;0.49;0.97;;0.82;0.72;0.43;0.80;0.90;-0.15;0.01;0.04;11.06;-0.43;11.64;-0.15;18.40;11.48;3.22;5.19;-1.49;0.94;-0.55;28.91;3.46;43.25;41.46
3951;FingerLakes;-0.04;0.00;2.20;-0.30;1.87;0.08;0.28;0.72;;0.47;0.38;1.01;;0.36;0.75;;0.32;0.77;0.32;0.81;0.04;0.29;-0.02;0.19;8.22;0.26;8.17;-0.21;19.32;10.58;2.88;2.85;3.01;0.77;2.42;29.95;2.93;43.13;37.57
3952;LosAngeles;0.00;-0.08;0.41;-0.56;-0.24;-0.01;-0.14;0.44;1.08;-0.63;1.35;0.02;1.39;-0.18;0.38;;0.08;0.60;-0.37;0.50;0.23;0.43;0.00;0.21;2.59;-0.09;3.49;-0.81;0.08;4.52;-1.99;1.13;-3.58;-0.01;3.25;5.92;1.25;8.30;2.90
3953;OrangeCounty;0.00;-0.10;-0.20;0.00;-0.34;-0.01;0.38;0.53;;0.84;0.98;1.05;;0.37;0.84;;0.77;1.04;0.41;0.84;0.38;0.16;0.05;-0.05;6.94;0.70;7.19;-0.96;19.19;14.28;-0.40;4.46;0.84;0.95;0.55;26.68;3.58;34.55;33.87
3954;Pittsburgh;0.00;0.00;3.65;0.16;3.81;0.09;0.29;0.71;1.39;0.51;0.55;0.56;0.78;0.85;0.75;;0.55;0.38;0.72;0.67;0.14;0.35;0.00;0.14;10.98;0.16;10.79;0.02;22.84;9.74;8.11;2.92;2.08;0.72;2.44;36.26;3.03;55.74;44.32
3955;Pittsburgh;-0.05;-0.01;1.16;0.18;1.31;-0.04;0.05;0.46;0.56;0.32;0.74;0.58;0.70;0.38;-0.24;;0.46;0.65;0.27;0.16;-0.34;-0.15;-0.02;-0.05;4.06;0.97;3.40;-0.31;16.07;8.27;3.21;1.80;2.80;0.55;-1.01;19.12;1.99;28.19;18.92
3957;Pittsburgh;-0.04;0.02;0.15;0.13;0.32;-0.03;0.20;0.62;0.18;0.36;0.05;0.54;-0.18;0.56;0.80;;0.42;0.31;0.58;0.51;-0.06;-0.16;-0.05;0.10;4.39;1.25;3.17;-0.03;19.30;10.63;0.97;3.24;4.45;0.94;-0.31;23.37;2.44;30.47;26.56
3958;NEGraniteState;0.00;-0.01;0.52;-0.03;0.37;-0.01;0.10;0.71;3.66;0.84;0.37;0.16;;0.05;0.04;0.45;1.00;0.24;0.19;0.22;0.12;0.31;0.12;-0.05;4.54;0.55;4.04;-0.06;14.88;10.19;0.90;2.81;0.99;0.63;1.32;20.74;2.44;28.00;22.61
3958;NEUMassDartmouth;0.00;0.06;0.76;-0.22;0.27;-0.06;0.17;0.71;0.98;0.89;0.23;0.87;1.04;-0.33;0.33;;0.69;0.86;-0.16;0.41;-0.14;-0.03;0.33;-0.07;4.07;1.18;2.34;0.55;15.53;11.37;0.44;4.83;-1.11;0.89;-0.52;19.09;2.51;26.22;21.00
3959;SmokyMountains;0.00;0.00;0.79;2.02;2.70;0.10;0.44;0.72;;0.67;0.54;0.75;-0.06;0.25;0.78;1074275974050040.00;0.87;0.70;0.03;0.74;0.24;0.25;0.10;0.15;10.28;-0.32;10.61;-0.02;25.57;9.98;11.69;4.31;-0.41;0.83;2.02;37.86;3.06;53.96;49.22
3959;RocketCity;0.00;-0.05;-0.18;2.20;1.95;0.06;0.29;0.82;0.12;-0.23;0.42;0.69;;0.83;0.90;;-0.05;0.82;0.78;0.86;0.35;0.01;0.02;0.25;11.29;-0.82;12.64;-0.54;24.44;9.88;10.63;5.80;-1.87;1.04;1.31;37.04;3.24;51.22;44.16
3959;ArkansasRockCity;0.00;0.00;0.03;0.17;0.13;-0.01;0.44;0.76;0.84;0.53;0.54;1.27;;1.29;0.36;1.85;0.38;0.91;0.89;0.71;-0.01;-0.21;0.07;-0.04;8.89;-0.12;9.05;-0.04;18.10;13.44;0.91;3.25;0.50;0.68;-1.26;25.73;3.59;35.10;34.38
3961;Bayou;0.00;0.10;0.66;-0.60;0.15;0.03;0.05;0.35;;0.59;0.47;0.37;;-0.25;0.81;3.76;0.42;0.48;-0.13;0.46;-0.14;-0.03;0.00;-0.03;4.21;1.07;2.16;0.98;5.74;6.80;-1.68;0.45;0.16;0.10;-0.28;9.67;1.58;14.09;11.23
3961;ArkansasRockCity;-0.01;-0.08;-0.55;-0.53;-1.62;-0.08;0.01;0.30;-0.35;-0.31;0.55;0.79;;0.51;-0.08;-1.92;0.02;0.47;-0.04;0.16;0.19;0.03;0.45;0.02;0.34;0.81;0.44;-0.90;-0.93;4.00;-3.74;-0.17;-1.01;-0.10;0.24;-0.34;0.84;-3.31;-2.15
3965;SanDiego;-0.02;0.01;0.65;0.08;0.73;-0.01;0.04;0.87;1.23;-0.06;0.16;0.44;0.00;0.31;0.42;0.49;0.15;0.44;0.17;0.68;-0.01;0.50;0.00;0.23;7.65;0.70;6.92;0.02;10.76;8.10;1.71;1.15;-0.21;0.22;3.65;22.06;2.31;30.12;41.18
3965;LasVegas;0.06;-0.07;0.30;0.28;0.55;0.05;0.33;0.61;;0.85;0.55;0.89;;1.03;0.83;0.67;0.90;0.85;0.96;0.77;-0.03;0.01;0.03;0.12;9.48;0.13;9.73;-0.38;22.48;15.56;2.01;4.61;0.30;0.94;0.66;32.57;4.08;44.50;40.55
3966;RocketCity;0.00;0.06;0.79;0.01;0.74;0.05;0.05;0.62;0.72;1.40;-0.10;0.85;;0.12;0.53;;1.12;0.42;-0.04;0.47;0.19;0.05;0.13;0.22;10.70;-0.34;10.45;0.59;9.22;7.68;1.65;-0.07;-0.04;-0.02;1.33;21.24;2.58;30.00;23.61
3966;SmokyMountains;0.00;-0.02;0.67;-0.86;-0.14;-0.04;0.35;0.68;;0.78;0.49;0.45;-0.77;-0.13;0.64;-207.00;0.86;0.55;-0.10;0.70;0.47;0.19;-0.07;-0.02;6.38;-0.45;7.01;-0.18;11.50;9.90;-2.99;4.01;0.57;0.84;0.83;18.72;2.68;24.97;24.59
3969;Montreal;-0.01;0.01;1.21;-0.04;1.07;0.12;0.14;0.51;;-0.05;;0.64;-0.10;0.29;0.86;2.25;0.09;0.62;0.09;0.77;0.63;-0.26;0.11;0.14;3.58;0.30;3.25;0.04;12.03;8.79;2.24;0.04;0.96;0.07;-0.61;15.00;2.08;23.54;20.81
3970;OrangeCounty;0.00;0.66;0.01;2.24;2.88;-0.03;0.26;0.26;;0.85;1.11;0.84;;0.26;0.61;;0.92;0.88;0.45;0.61;-0.18;0.18;0.03;-0.01;8.34;-0.21;1.93;6.62;32.69;14.63;11.23;4.50;2.33;1.05;0.85;41.88;3.12;58.69;46.23
3970;CentralValley;0.00;-0.06;1.13;0.69;1.71;0.05;0.27;0.60;;1.12;-1.64;0.67;1.07;-0.16;0.80;;1.07;0.49;-0.11;0.75;0.34;0.13;0.06;0.02;3.27;0.04;3.80;-0.57;24.29;12.11;5.71;3.62;2.85;0.91;0.75;28.32;2.80;40.66;35.01
3971;NCStateChampionship;-0.01;-0.01;1.37;0.76;1.98;0.15;0.41;0.69;0.97;0.64;0.50;0.76;;0.23;0.60;;0.45;0.71;0.22;0.67;0.16;-0.09;0.13;0.09;7.53;0.72;6.98;-0.18;22.79;10.20;6.56;4.81;1.22;1.04;0.00;30.32;2.74;43.35;42.44
3971;NCUNCAsheville;-0.05;0.00;0.20;0.13;0.32;-0.03;0.16;0.62;0.27;0.05;0.31;0.56;;0.89;0.77;0.81;-0.02;0.45;0.66;0.71;-0.27;0.29;-0.05;0.04;7.62;0.43;7.43;-0.24;9.06;8.41;1.02;1.69;-2.06;0.20;1.66;18.34;2.43;25.41;20.87
3971;NCGuilfordCounty;0.05;0.03;-0.03;0.06;0.18;0.00;0.13;0.72;0.28;0.24;0.34;0.79;-0.12;0.17;0.64;1.41;0.33;0.43;0.05;0.64;0.11;0.41;-0.07;0.04;9.80;-0.07;9.32;0.54;10.06;6.19;0.23;4.84;-1.20;0.89;2.23;22.10;2.17;28.07;24.67
3974;MARWesttown;0.01;0.09;4.38;-0.70;3.82;0.27;0.21;0.74;-14.67;0.55;0.70;0.67;;0.25;0.60;;0.55;0.69;0.16;0.62;-0.16;0.25;-0.04;0.20;10.67;0.09;9.63;0.96;17.96;9.02;5.28;4.59;-0.93;0.86;2.25;30.88;2.77;49.75;41.88
3974;MARSpringsideChestnutHill;0.00;0.07;2.99;0.49;3.12;0.09;0.25;0.55;;1.03;0.74;0.77;-0.35;0.68;0.66;0.67;0.94;0.76;0.60;0.67;0.21;-0.30;0.42;0.16;12.54;0.01;11.84;0.69;27.32;11.69;8.41;6.78;0.44;1.38;-0.74;39.12;3.52;57.67;46.56
3975;Montreal;0.01;0.05;-0.33;-0.05;-0.42;-0.04;0.15;0.63;;0.33;;0.86;0.25;0.23;0.59;3.25;-0.04;0.90;0.33;0.60;0.01;0.82;0.09;-0.02;2.14;-0.61;2.24;0.50;13.06;10.96;-0.92;3.08;-0.07;0.61;4.01;19.20;2.42;23.94;21.29
3976;Palmetto;-0.01;-0.18;-0.56;0.38;-0.34;0.00;-0.24;0.53;-1.34;-0.37;0.56;;-0.59;-0.27;-0.12;-0.28;-0.21;0.57;-0.33;-0.06;0.08;0.43;-0.03;0.20;-0.60;0.79;0.47;-1.86;2.66;2.00;0.77;1.14;-1.25;0.14;3.18;5.24;0.45;5.29;0.42
3981;Montreal;-0.02;0.06;-1.45;0.17;-1.17;-0.06;0.29;0.97;;0.45;;0.84;-0.33;0.20;0.58;1488794260642060.00;0.51;0.89;0.26;0.60;-0.09;0.38;-0.07;0.06;7.02;0.57;5.97;0.48;14.10;13.20;-2.04;2.58;0.35;0.54;2.18;23.30;3.24;27.73;27.40
3984;SmokyMountains;0.00;-0.01;0.03;-0.34;-0.33;-0.13;0.28;0.73;;0.51;0.58;0.58;0.03;0.20;0.87;133.00;0.26;0.70;0.41;0.81;-0.03;0.04;0.01;0.13;7.35;0.19;7.23;-0.07;15.75;10.90;-1.65;1.18;5.32;0.59;0.82;23.92;2.90;30.16;26.09
3985;Montreal;0.01;-0.07;0.08;0.25;0.40;-0.03;0.03;0.37;;-0.36;;0.80;0.76;0.28;0.45;-311.25;-0.24;0.75;0.23;0.50;-0.48;0.01;-0.13;0.10;0.85;1.35;0.18;-0.68;11.05;8.00;1.43;2.53;-0.92;0.45;0.55;12.45;1.62;17.76;12.13
3986;Montreal;0.00;-0.07;0.61;-0.01;0.48;-0.08;0.05;0.24;;0.33;;0.74;0.39;-0.28;0.73;-78.38;0.46;0.80;-0.29;0.59;0.37;-0.40;0.04;-0.11;1.34;0.95;1.10;-0.70;10.88;8.44;1.15;2.37;-1.08;0.40;-2.56;9.66;1.80;15.64;8.63
3986;NorthBay;-0.01;-0.02;0.20;0.02;0.19;-0.07;0.24;0.65;;0.74;0.86;0.69;0.00;-0.25;0.56;0.00;0.65;0.68;-0.19;0.51;0.31;-0.07;-0.01;-0.20;1.07;2.53;-1.16;-0.30;14.82;12.10;0.50;3.08;-0.85;0.56;-1.31;14.58;2.30;20.92;17.60
3988;Montreal;-0.02;0.18;0.18;0.05;0.33;0.02;0.30;0.59;;0.01;;0.80;0.73;0.68;0.90;4.53;0.36;0.78;0.63;0.76;0.37;0.57;0.06;0.01;14.48;0.39;12.35;1.75;13.12;9.43;0.59;3.55;-0.45;0.68;2.87;30.47;3.12;39.32;37.05
3990;NewYorkTechValley;0.00;0.00;0.97;2.80;3.52;0.09;0.41;0.78;;1.02;0.33;0.91;-0.42;-0.32;0.98;0.61;1.13;0.85;-0.34;0.78;0.43;0.01;0.25;-0.13;9.15;0.30;8.85;0.00;38.38;11.61;15.94;0.47;10.37;0.78;-0.57;46.96;3.21;65.98;57.46
3990;Montreal;0.11;-0.07;-0.10;3.65;3.44;0.08;0.63;0.76;;1.19;;0.97;-0.19;-0.18;1.07;-50.00;1.09;0.88;-0.17;0.76;0.38;0.64;0.15;-0.12;10.19;-0.07;10.37;-0.12;41.60;11.42;18.06;1.91;10.21;1.06;2.61;54.39;3.32;73.45;69.09
3991;LoneStar;0.00;-0.05;4.20;-0.85;2.85;0.19;0.63;0.71;;0.55;;0.86;;0.84;0.87;-3314.97;0.69;0.84;0.68;0.88;0.54;-0.12;0.45;-0.04;8.18;0.38;8.30;-0.50;26.65;14.80;4.14;8.50;-0.79;1.65;-0.78;34.05;3.79;52.42;51.51
3991;Bayou;-0.03;-0.01;0.83;0.81;1.41;0.05;0.30;0.70;;0.48;-0.13;1.08;;0.64;0.65;-0.37;0.86;0.63;0.70;0.79;0.71;-0.39;0.20;0.01;3.47;0.19;3.50;-0.22;26.37;16.65;5.71;4.55;-0.55;0.87;-1.87;27.96;3.68;41.56;35.28
3993;Ventura;0.01;0.03;-0.25;-0.28;-0.47;-0.02;0.09;0.68;0.46;0.26;-0.33;0.39;;-0.04;0.61;-0.55;0.32;0.29;0.31;0.45;-0.25;0.34;-0.02;0.06;6.56;1.15;5.08;0.34;5.88;7.75;-1.92;0.45;-0.40;0.06;1.96;14.40;2.06;18.06;15.76
3996;Montreal;-0.03;0.07;1.62;0.49;2.13;0.02;0.39;0.81;;1.01;;0.87;-0.51;0.07;0.78;1488794260642020.00;0.71;0.89;-0.01;0.78;0.42;0.43;0.02;0.25;4.82;0.40;3.85;0.57;23.69;13.96;5.68;2.85;1.19;0.65;3.38;31.89;3.18;46.50;40.09
3997;LoneStar;0.00;-0.01;2.59;0.09;2.73;-0.05;0.17;0.91;;0.00;;0.43;;0.05;0.38;-2790.00;0.01;0.57;0.28;0.51;0.58;-0.22;-0.06;0.79;5.35;0.94;4.53;-0.13;18.11;9.19;5.64;3.95;-0.67;0.75;2.87;26.33;2.29;40.60;28.47
3999;Alamo;0.00;0.26;4.06;-0.01;4.37;0.03;0.84;0.79;29.86;1.59;1.61;1.57;-0.40;0.35;0.98;-30.48;1.50;1.44;-0.16;1.01;-0.38;-0.08;-0.06;0.11;12.26;-0.11;9.78;2.59;31.01;18.02;8.05;4.60;0.34;0.94;0.16;43.44;4.58;68.55;61.00
3999;LoneStar;0.00;-0.01;3.69;0.32;4.02;0.24;0.27;0.59;;0.97;;0.40;;0.19;0.86;-74645308062580500.00;0.80;0.66;0.24;0.46;1.01;0.58;-0.02;0.02;6.94;-0.11;7.15;-0.10;22.92;10.15;9.00;4.63;-0.86;0.87;3.04;32.89;2.75;52.33;44.10
4001;TorontoCentral;0.09;-0.01;0.64;2.80;3.61;0.26;0.01;0.44;0.54;-0.22;;0.96;;0.60;0.25;0.47;-0.26;0.81;0.60;0.47;0.72;0.26;-0.10;0.27;9.06;0.50;8.23;0.32;25.77;6.15;15.27;2.12;2.23;0.57;2.64;37.47;2.05;53.90;44.13
4001;Montreal;0.01;0.04;0.56;1.27;1.85;-0.02;0.18;0.55;;0.16;;0.82;0.94;0.41;1.26;0.75;0.05;0.89;0.48;0.87;-0.48;0.45;0.01;0.05;8.17;0.34;7.43;0.40;28.89;10.45;7.44;3.05;7.96;1.14;2.47;39.54;2.83;52.42;42.65
4003;MIStateChampionship;0.08;0.13;-0.03;4.08;4.24;0.32;0.36;0.67;;0.74;0.68;0.64;;0.58;0.67;0.98;0.75;0.66;0.41;0.67;-0.13;-0.02;0.02;0.04;10.88;0.27;8.93;1.69;36.80;11.29;20.35;5.02;0.13;1.01;0.07;47.75;3.15;68.89;62.91
4003;MIWestMI;-0.07;0.17;0.14;2.95;3.13;0.03;0.19;0.44;0.59;0.22;0.68;1.00;;0.37;0.62;0.47;0.22;0.84;0.35;0.66;-0.14;0.50;0.06;0.06;10.66;0.23;9.10;1.33;27.64;7.99;15.04;4.01;0.60;0.84;2.82;41.12;2.51;57.16;45.60
4003;MIWaterford;-0.01;0.13;0.90;0.05;1.11;-0.01;-0.09;0.10;-0.50;-0.18;0.71;0.61;0.17;0.53;0.43;0.76;-0.29;0.46;0.43;0.53;-0.11;0.04;-0.05;-0.02;7.12;0.34;5.56;1.22;9.20;3.39;2.05;0.91;2.85;0.37;0.09;16.42;1.23;22.98;14.23
4004;MIWestMI;0.05;0.01;0.10;1.43;1.54;-0.03;0.35;0.75;0.15;0.78;0.57;0.53;;0.99;0.51;0.64;0.81;0.63;0.63;0.57;0.08;0.26;0.06;0.12;5.39;1.38;3.67;0.35;35.14;15.06;7.37;2.54;10.16;1.19;1.94;42.48;3.38;55.72;48.59
4004;MISt.Joseph;0.00;-0.02;-0.55;0.66;-0.13;-0.04;0.19;0.57;2.42;1.31;0.40;0.49;;0.99;0.34;0.55;1.31;0.39;0.79;0.35;0.27;-0.02;0.23;0.21;-0.49;1.35;-1.66;-0.19;25.26;17.87;2.22;4.09;1.09;0.89;0.96;25.73;3.41;33.84;28.65
4005;Oklahoma;0.00;-0.01;-0.30;2.96;2.65;0.25;0.01;0.24;;0.01;0.25;1.39;-0.40;0.52;0.21;0.46;0.02;0.93;0.01;0.39;0.15;0.19;0.00;-0.02;8.76;-0.03;8.85;-0.06;24.72;3.54;14.18;5.68;1.32;1.22;0.82;34.30;1.59;46.55;40.70
4005;ArkansasRockCity;-0.01;0.07;0.23;0.56;0.92;-0.09;-0.22;0.77;-0.06;0.27;0.10;0.26;;-0.29;1.01;7.34;0.64;0.15;-0.37;0.86;0.02;-0.06;-0.07;-0.09;-0.07;1.36;-2.05;0.63;20.85;10.63;3.25;1.50;5.47;0.66;-0.76;20.03;1.92;27.71;13.39
4006;SBPLILongIsland;-0.03;0.04;1.49;1.61;3.17;0.41;0.26;0.52;-0.36;0.17;0.87;0.58;;0.82;0.64;;-0.01;0.76;0.70;0.74;0.16;2.60;-0.07;-0.11;5.98;1.37;4.42;0.19;28.63;11.35;11.05;5.07;1.16;1.09;12.45;47.06;2.71;63.76;62.42
4007;Montreal;0.00;0.05;0.42;0.34;0.74;0.03;-0.01;0.41;;0.91;;0.59;0.13;0.04;0.54;1488794260642030.00;0.53;0.62;0.12;0.41;-0.16;0.00;0.07;0.07;10.68;-0.35;10.54;0.49;10.53;5.17;2.52;2.57;0.26;0.53;0.38;21.58;2.09;29.10;22.33
4009;Idaho;0.03;0.02;0.68;2.42;3.17;0.06;0.39;0.65;-0.12;0.50;0.70;0.58;4.28;0.14;0.74;0.71;0.77;0.67;-0.04;0.71;-0.06;0.58;-0.02;0.00;11.63;-0.24;11.49;0.39;23.63;8.05;13.45;3.79;-1.66;0.65;2.90;38.16;2.76;54.97;47.49
4009;LakeSuperior;-0.01;-0.06;0.56;1.24;1.76;0.02;0.65;0.62;;1.56;0.68;;;0.44;1.10;;1.41;1.11;0.05;0.86;-0.23;0.64;-0.02;0.01;8.78;-0.55;9.93;-0.60;28.57;15.30;7.32;6.27;-0.32;1.23;3.24;40.59;4.05;56.21;53.95
4010;MexicoCity;0.00;0.00;0.26;0.03;0.20;0.00;0.11;0.99;0.77;-0.06;1.20;1.02;0.51;0.86;0.89;;0.18;0.96;0.45;0.46;-0.07;0.07;0.08;0.08;5.95;1.32;4.63;0.00;14.51;12.86;0.66;1.41;-0.42;0.25;0.75;21.22;3.04;29.43;23.36
4010;WesternCanada;0.00;-0.14;0.25;0.27;0.18;0.03;0.48;0.70;2.99;1.38;0.05;0.68;1.00;1.11;0.83;0.67;1.14;0.54;0.89;0.71;0.32;-0.11;0.19;-0.04;9.24;-0.35;10.95;-1.37;19.12;14.45;1.83;3.11;-0.27;0.60;-0.75;27.60;3.99;38.15;37.77
4011;LakeSuperior;0.00;0.06;-0.05;0.58;0.62;-0.04;0.21;0.77;;-0.03;0.39;;;-0.55;1.09;;-0.02;0.72;0.43;0.91;-0.08;-0.02;-0.03;0.00;12.58;0.08;11.87;0.63;12.29;8.12;2.79;2.00;-0.63;0.36;-0.08;24.78;2.81;33.76;28.11
