team;best event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
5987;Israel;0.00;-0.08;-0.26;0.48;0.02;0.01;0.35;0.55;;1.24;0.79;0.51;-0.16;0.98;0.62;;0.96;0.71;0.37;0.71;0.05;0.18;0.13;0.14;8.84;-0.66;10.25;-0.75;17.54;11.39;1.89;3.64;0.63;0.77;1.62;28.00;3.30;36.33;35.36
5996;Minnesota10000Lakes;0.03;0.07;0.17;0.07;0.38;-0.03;0.39;0.68;;1.06;0.28;0.90;;-0.12;0.82;30.75;0.76;0.50;-0.12;0.77;0.68;0.52;-0.05;0.02;3.48;1.04;1.65;0.79;15.77;12.06;0.68;1.91;1.13;0.46;2.71;21.96;2.58;29.58;29.13
6012;INPerryMeridian;0.00;-0.03;0.28;0.27;0.16;-0.01;0.41;0.57;-0.77;0.80;;0.79;;0.98;0.69;;0.77;0.71;0.98;0.67;0.73;0.16;0.35;0.09;1.20;1.10;0.38;-0.28;27.61;18.35;1.90;5.01;2.35;1.16;1.26;30.06;3.71;39.84;37.96
6016;MARDistrictChampionship;-0.02;0.03;1.24;0.20;1.21;0.13;0.31;0.72;;0.69;0.56;0.53;;0.15;0.66;;0.69;0.58;0.23;0.67;0.06;-0.17;0.24;0.41;8.92;0.14;8.56;0.23;16.49;10.19;3.48;5.04;-2.22;0.86;1.22;26.63;2.89;37.65;35.97
6025;Alamo;0.00;-0.09;-0.10;0.49;0.39;-0.03;0.06;0.47;4.94;-0.15;0.71;0.03;2.07;1.03;0.30;4.20;0.12;0.13;0.46;0.62;-0.41;-0.07;-0.09;0.01;5.28;0.26;5.93;-0.91;10.62;6.01;2.25;1.65;0.71;0.38;-0.27;15.44;1.80;21.16;15.96
6032;Buckeye;-0.01;-0.09;2.44;-0.19;2.02;0.14;0.43;0.70;;0.80;0.82;0.69;-0.97;-0.20;0.55;0.88;0.95;0.70;-0.33;0.68;-0.26;-0.40;0.12;0.14;3.61;0.64;3.90;-0.94;20.29;11.62;3.92;4.13;0.62;0.87;-1.31;22.60;2.71;35.71;34.84
6034;St.Louis;0.04;0.01;0.02;-0.26;-0.17;0.00;0.05;0.69;0.81;-0.33;0.70;0.12;0.24;-0.55;0.77;0.63;-0.03;0.33;0.00;0.69;-0.24;0.23;-0.02;-0.02;2.83;0.22;2.29;0.33;9.94;7.25;-1.27;2.51;1.45;0.60;1.02;13.79;1.68;17.45;14.75
6035;Australia;0.00;0.01;0.30;0.13;0.45;0.00;0.17;0.67;0.25;0.34;0.52;0.64;0.38;1.38;1.29;0.16;0.20;1.04;0.45;0.67;0.59;0.12;-0.01;-0.07;7.63;-0.21;7.76;0.08;16.53;11.24;1.23;4.73;-0.66;0.90;0.23;24.40;3.02;33.36;27.73
6055;ArkansasRockCity;-0.01;-0.01;0.51;-0.04;0.55;-0.08;0.13;-0.04;0.75;0.08;1.16;0.14;;0.33;0.65;112877690184275.00;0.49;0.71;0.40;0.70;0.08;-0.01;-0.09;0.14;6.61;0.53;6.22;-0.14;13.16;8.16;0.84;3.86;0.30;0.79;0.67;20.44;2.25;27.80;21.00
6070;TorontoEast;0.07;0.04;-0.43;-0.38;-0.57;-0.04;0.08;0.47;;-0.23;0.97;0.44;0.15;0.48;0.95;0.34;-0.24;0.61;0.22;0.72;0.60;0.49;-0.13;0.11;2.84;1.59;0.51;0.74;3.65;8.65;-2.78;-0.23;-2.00;-0.18;3.00;9.52;1.78;12.20;10.16
6072;OrangeCounty;0.00;0.03;-0.26;0.37;0.17;-0.05;-0.04;0.77;;0.00;0.72;0.12;;-0.08;0.67;;0.18;0.20;0.10;0.80;0.55;0.27;-0.02;-0.05;1.07;0.89;-0.13;0.31;12.36;10.30;1.33;1.49;-0.77;0.25;1.12;14.55;2.05;20.19;12.32
6075;MITraverseCity;0.00;-0.01;0.91;-0.07;0.89;0.01;0.33;0.69;1.10;1.02;0.76;0.70;0.72;-0.01;0.86;;0.75;0.73;0.17;0.78;0.28;-0.01;-0.05;0.02;13.77;-0.58;14.44;-0.09;16.45;8.39;1.49;3.63;2.93;0.92;0.06;30.27;3.12;40.85;37.04
6082;WesternCanada;0.00;-0.09;4.99;0.12;5.02;0.21;0.49;0.70;0.81;1.13;1.07;0.68;-0.60;-0.78;0.84;0.67;1.27;0.66;-0.50;0.78;0.03;-0.09;0.00;0.10;6.12;0.33;6.68;-0.89;25.72;11.26;10.57;4.91;-1.02;0.91;0.06;31.90;2.92;54.90;46.89
6086;MIStateChampionship;-0.05;0.41;3.18;1.26;4.95;0.14;0.38;0.67;;0.51;0.81;0.64;;0.44;0.63;0.68;0.59;0.69;0.45;0.64;0.11;0.00;-0.16;0.21;11.61;0.71;7.05;3.85;28.73;11.69;12.64;2.96;1.45;0.69;1.06;41.40;3.04;64.48;52.48
6098;MIMarysville;0.06;0.03;1.56;0.48;1.98;-0.07;0.46;0.75;;1.08;0.89;1.00;0.58;1.04;0.77;0.67;0.92;0.83;1.05;0.70;-0.11;-0.12;0.15;-0.04;11.97;0.11;11.25;0.61;28.96;15.63;5.50;3.64;4.19;1.01;-0.79;40.14;4.25;56.95;47.44
6134;MexicoCity;0.00;0.00;-0.01;0.04;0.06;0.00;-0.07;0.22;-0.20;-0.01;0.25;-0.62;-0.37;-0.44;0.51;;0.01;-0.18;-0.12;0.46;0.44;0.24;-0.04;0.27;1.89;0.02;1.87;0.00;0.18;0.96;0.16;-0.81;-0.13;-0.17;2.54;4.61;0.38;5.75;3.23
6144;HubCity;-0.03;0.06;-0.04;0.31;0.39;-0.04;-0.08;0.80;;0.04;0.62;0.68;;0.22;0.64;0.68;0.10;0.71;0.13;0.68;-0.08;0.15;-0.09;-0.05;9.39;0.69;8.24;0.47;10.86;7.96;1.45;1.82;-0.37;0.34;0.52;20.77;2.42;28.03;18.24
6153;NEPineTree;0.00;0.05;3.65;0.08;3.45;0.11;0.37;0.70;0.99;1.11;0.96;0.52;;-0.15;0.75;0.86;1.02;0.65;-0.12;0.71;0.11;0.01;0.33;-0.05;13.55;-0.34;13.43;0.47;21.55;8.07;7.73;4.84;0.91;1.03;-0.21;34.89;2.96;53.08;44.85
6166;NorthernLights;0.00;0.07;0.62;0.10;0.81;0.02;0.34;0.65;0.28;1.15;;0.67;;0.79;-0.11;;0.76;0.70;0.95;0.08;-0.36;-0.50;-0.02;0.25;7.80;0.87;6.25;0.68;20.28;12.56;1.76;4.95;1.01;1.06;-1.23;26.84;3.14;37.23;34.00
6167;Palmetto;-0.05;0.11;0.47;-0.56;0.02;0.00;0.09;0.78;-0.29;-0.40;0.51;;-0.49;0.22;-0.28;1.55;-0.15;0.64;0.17;0.76;0.38;0.08;-0.05;0.01;9.52;0.87;7.84;0.81;8.79;7.05;-1.84;2.72;0.87;0.60;0.46;18.77;2.19;24.32;20.60
6171;Dallas;0.09;0.04;-0.09;1.55;1.60;0.05;0.08;0.68;;0.13;0.50;0.46;;0.22;0.62;2.01;0.09;0.89;0.24;0.64;0.81;0.45;-0.01;0.08;10.61;0.26;9.46;0.89;17.72;7.95;7.55;3.41;-1.19;0.60;2.64;30.97;2.54;42.32;33.79
6175;LakeSuperior;0.25;-0.05;1.91;0.02;2.12;-0.02;0.02;0.67;;0.15;0.94;;;0.35;-0.14;;-0.44;0.76;0.31;-0.03;-0.21;0.39;0.01;-0.14;6.65;0.97;4.94;0.74;13.02;3.90;3.94;4.60;0.59;0.96;1.23;20.89;1.27;30.71;20.83
6193;MIMidland;0.00;0.00;3.07;0.11;3.09;0.10;0.44;0.76;;1.04;0.74;0.90;1.41;-0.07;0.69;;1.00;0.79;0.13;0.66;0.42;0.22;0.09;0.15;6.81;0.46;6.31;0.03;27.56;13.55;6.70;6.33;0.98;1.33;1.86;36.22;3.34;54.24;47.47
6219;SmokyMountains;0.00;0.10;1.34;-0.43;1.12;-0.04;0.31;0.75;;0.58;0.57;0.79;0.41;-0.43;0.62;-180.00;0.66;0.72;-0.14;0.65;-0.55;0.13;-0.10;0.00;9.65;0.26;8.35;1.03;11.66;8.98;0.54;3.90;-1.76;0.66;0.64;21.95;2.63;32.02;27.15
6220;OrangeCounty;0.00;0.01;-0.36;0.33;0.00;0.03;0.23;0.63;;0.27;0.32;0.49;;-0.04;0.66;;0.38;0.58;0.18;0.65;0.24;-0.11;-0.03;-0.02;6.45;0.48;5.83;0.14;12.82;9.20;0.90;2.10;0.62;0.46;-0.68;18.59;2.42;24.66;23.89
6221;ArizonaNorth;-0.03;-0.06;1.88;-0.05;1.63;0.03;0.21;0.74;;0.42;0.69;0.86;0.63;0.65;0.48;0.23;0.30;0.74;0.36;0.49;0.08;0.08;0.11;-0.08;6.89;1.13;6.47;-0.71;18.38;9.86;3.51;5.05;-0.04;1.01;-0.01;25.27;2.62;36.92;30.30
